"","transactionID","item"
"216",242,"item35"
"217",180,"item41"
"218",301,"item9"
"219",214,"item4"
"220",409,"item19"
"221",343,"item9"
"222",469,"item9"
"223",79,"item28"
"224",13,"item26"
"225",352,"item48"
"226",443,"item32"
"227",287,"item33"
"228",385,"item16"
"229",234,"item15"
"230",280,"item41"
"231",278,"item28"
"232",421,"item39"
"233",362,"item35"
"234",443,"item26"
"235",71,"item16"
"236",64,"item36"
"237",339,"item41"
"238",101,"item4"
"239",261,"item41"
"240",443,"item40"
"241",282,"item46"
"242",470,"item42"
"243",105,"item14"
"244",70,"item34"
"245",258,"item31"
"246",111,"item48"
"247",416,"item4"
"248",257,"item44"
"249",37,"item50"
"250",67,"item41"
"251",110,"item8"
"252",72,"item27"
"253",48,"item41"
"254",2,"item48"
"255",64,"item20"
"256",392,"item3"
"257",128,"item18"
"258",311,"item16"
"259",226,"item12"
"260",344,"item44"
"261",139,"item31"
"262",401,"item11"
"263",312,"item41"
"264",479,"item39"
"265",158,"item15"
"266",44,"item39"
"267",291,"item2"
"268",278,"item11"
"269",124,"item23"
"270",219,"item44"
"271",43,"item11"
"272",213,"item36"
"273",488,"item31"
"274",151,"item8"
"275",418,"item27"
"276",443,"item37"
"277",133,"item7"
"278",90,"item7"
"279",15,"item6"
"280",220,"item28"
"281",334,"item27"
"282",330,"item24"
"283",427,"item48"
"284",185,"item31"
"285",409,"item47"
"286",35,"item9"
"287",245,"item11"
"288",263,"item10"
"289",230,"item7"
"290",80,"item11"
"291",118,"item18"
"292",470,"item30"
"293",27,"item11"
"294",365,"item10"
"295",180,"item4"
"296",280,"item21"
"297",321,"item15"
"298",154,"item24"
"299",189,"item37"
"300",230,"item41"
"301",119,"item2"
"302",264,"item8"
"303",254,"item31"
"304",326,"item32"
"305",471,"item25"
"306",441,"item4"
"307",321,"item1"
"308",348,"item9"
"309",327,"item36"
"310",213,"item12"
"311",116,"item9"
"312",129,"item45"
"313",131,"item1"
"314",118,"item10"
"315",83,"item43"
"316",372,"item41"
"317",14,"item11"
"318",150,"item46"
"319",39,"item50"
"320",15,"item9"
"321",389,"item14"
"322",467,"item43"
"323",199,"item13"
"324",394,"item23"
"325",246,"item44"
"326",69,"item37"
"327",465,"item30"
"328",422,"item31"
"329",416,"item27"
"330",274,"item25"
"331",25,"item27"
"332",66,"item14"
"333",459,"item33"
"334",5,"item5"
"335",163,"item8"
"336",297,"item13"
"337",77,"item19"
"338",129,"item36"
"339",500,"item31"
"340",430,"item13"
"341",8,"item29"
"342",327,"item41"
"343",281,"item18"
"344",106,"item34"
"345",376,"item25"
"346",272,"item16"
"347",77,"item8"
"348",397,"item47"
"349",306,"item29"
"350",62,"item38"
"351",23,"item49"
"352",402,"item11"
"353",323,"item24"
"354",94,"item15"
"355",455,"item24"
"356",397,"item11"
"357",192,"item30"
"358",93,"item45"
"359",202,"item36"
"360",336,"item48"
"361",170,"item2"
"362",320,"item28"
"363",365,"item4"
"364",268,"item24"
"365",379,"item4"
"366",172,"item41"
"367",171,"item38"
"368",171,"item16"
"369",8,"item44"
"370",128,"item33"
"371",461,"item45"
"372",401,"item31"
"373",429,"item32"
"374",124,"item42"
"375",280,"item1"
"376",166,"item38"
"377",144,"item25"
"378",307,"item33"
"379",5,"item7"
"380",103,"item18"
"381",44,"item42"
"382",203,"item8"
"383",416,"item47"
"384",359,"item23"
"385",20,"item28"
"386",43,"item50"
"387",295,"item6"
"388",423,"item7"
"389",392,"item12"
"390",338,"item26"
"391",366,"item10"
"392",191,"item12"
"393",484,"item46"
"394",143,"item6"
"395",140,"item22"
"396",195,"item49"
"397",218,"item40"
"398",63,"item10"
"399",350,"item44"
"400",289,"item8"
"401",440,"item36"
"402",416,"item14"
"403",153,"item17"
"404",221,"item8"
"405",250,"item13"
"406",364,"item31"
"407",131,"item27"
"408",311,"item15"
"409",286,"item49"
"410",22,"item47"
"411",346,"item9"
"412",253,"item21"
"413",218,"item50"
"414",129,"item31"
"415",331,"item25"
"416",489,"item21"
"417",141,"item7"
"418",80,"item42"
"419",11,"item20"
"420",341,"item2"
"421",31,"item23"
"422",3,"item6"
"423",483,"item41"
"424",372,"item36"
"425",453,"item33"
"426",270,"item39"
"427",23,"item20"
"428",392,"item32"
"429",400,"item23"
"430",311,"item15"
"431",376,"item29"
"432",72,"item1"
"433",182,"item40"
"434",116,"item17"
"435",105,"item49"
"436",31,"item50"
"437",71,"item13"
"438",364,"item7"
"439",352,"item34"
"440",59,"item33"
"441",6,"item36"
"442",393,"item9"
"443",392,"item14"
"444",105,"item5"
"445",106,"item46"
"446",340,"item47"
"447",425,"item18"
"448",315,"item11"
"449",473,"item32"
"450",382,"item30"
"451",117,"item41"
"452",203,"item12"
"453",385,"item45"
"454",204,"item22"
"455",281,"item47"
"456",296,"item33"
"457",47,"item34"
"458",478,"item38"
"459",175,"item32"
"460",402,"item50"
"461",73,"item1"
"462",57,"item24"
"463",242,"item48"
"464",445,"item6"
"465",449,"item44"
"466",64,"item36"
"467",240,"item43"
"468",77,"item7"
"469",238,"item29"
"470",330,"item49"
"471",322,"item28"
"472",402,"item41"
"473",432,"item29"
"474",104,"item4"
"475",39,"item11"
"476",63,"item11"
"477",154,"item45"
"478",199,"item11"
"479",7,"item44"
"480",130,"item18"
"481",393,"item20"
"482",104,"item12"
"483",72,"item18"
"484",185,"item36"
"485",131,"item22"
"486",239,"item49"
"487",472,"item46"
"488",332,"item30"
"489",38,"item19"
"490",499,"item42"
"491",103,"item23"
"492",405,"item7"
"493",181,"item10"
"494",22,"item32"
"495",148,"item18"
"496",342,"item38"
"497",198,"item44"
"498",187,"item31"
"499",285,"item19"
"500",307,"item17"
"501",379,"item27"
"502",267,"item25"
"503",383,"item43"
"504",151,"item18"
"505",3,"item6"
"506",100,"item39"
"507",233,"item11"
"508",195,"item18"
"509",180,"item45"
"510",187,"item44"
"511",77,"item36"
"512",179,"item6"
"513",168,"item41"
"514",28,"item3"
"515",388,"item50"
"516",243,"item45"
"517",405,"item39"
"518",52,"item12"
"519",266,"item22"
"520",295,"item32"
"521",73,"item14"
"522",176,"item11"
"523",199,"item24"
"524",136,"item33"
"525",270,"item42"
"526",172,"item9"
"527",220,"item36"
"528",7,"item46"
"529",147,"item16"
"530",363,"item50"
"531",358,"item33"
"532",178,"item40"
"533",495,"item3"
"534",447,"item30"
"535",105,"item21"
"536",433,"item12"
"537",499,"item23"
"538",123,"item6"
"539",168,"item42"
"540",87,"item40"
"541",157,"item1"
"542",472,"item37"
"543",136,"item34"
"544",99,"item19"
"545",384,"item20"
"546",343,"item18"
"547",6,"item2"
"548",305,"item6"
"549",252,"item19"
"550",483,"item4"
"551",109,"item33"
"552",481,"item38"
"553",481,"item7"
"554",135,"item1"
"555",299,"item44"
"556",370,"item9"
"557",98,"item16"
"558",417,"item12"
"559",177,"item25"
"560",152,"item32"
"561",263,"item12"
"562",129,"item21"
"563",108,"item10"
"564",185,"item21"
"565",150,"item25"
"566",411,"item48"
"567",374,"item8"
"568",84,"item13"
"569",435,"item29"
"570",227,"item37"
"571",445,"item37"
"572",468,"item11"
"573",471,"item23"
"574",102,"item23"
"575",302,"item48"
"576",301,"item10"
"577",470,"item33"
"578",171,"item10"
"579",4,"item4"
"580",294,"item24"
"581",500,"item12"
"582",21,"item12"
"583",228,"item1"
"584",364,"item38"
"585",487,"item40"
"586",65,"item43"
"587",414,"item24"
"588",127,"item6"
"589",378,"item21"
"590",386,"item45"
"591",433,"item3"
"592",27,"item36"
"593",443,"item12"
"594",144,"item32"
"595",371,"item44"
"596",274,"item18"
"597",411,"item30"
"598",330,"item40"
"599",11,"item9"
"600",437,"item9"
"601",429,"item6"
"602",27,"item8"
"603",20,"item36"
"604",9,"item39"
"605",305,"item10"
"606",417,"item16"
"607",453,"item25"
"608",373,"item50"
"609",440,"item15"
"610",5,"item14"
"611",147,"item32"
"612",483,"item34"
"613",377,"item7"
"614",21,"item31"
"615",266,"item40"
"616",423,"item5"
"617",288,"item44"
"618",459,"item43"
"619",282,"item37"
"620",371,"item19"
"621",210,"item49"
"622",476,"item15"
"623",450,"item31"
"624",179,"item20"
"625",293,"item1"
"626",260,"item9"
"627",403,"item31"
"628",360,"item46"
"629",271,"item37"
"630",178,"item35"
"631",110,"item22"
"632",32,"item20"
"633",403,"item41"
"634",319,"item41"
"635",14,"item38"
"636",375,"item8"
"637",313,"item30"
"638",24,"item31"
"639",343,"item1"
"640",418,"item14"
"641",483,"item24"
"642",141,"item4"
"643",395,"item3"
"644",45,"item45"
"645",245,"item34"
"646",313,"item10"
"647",71,"item10"
"648",370,"item8"
"649",176,"item16"
"650",205,"item35"
"651",108,"item41"
"652",96,"item8"
"653",495,"item38"
"654",101,"item41"
"655",4,"item4"
"656",211,"item1"
"657",317,"item34"
"658",332,"item12"
"659",490,"item34"
"660",69,"item3"
"661",373,"item25"
"662",324,"item28"
"663",199,"item40"
"664",374,"item12"
"665",135,"item2"
"666",363,"item10"
"667",48,"item49"
"668",233,"item21"
"669",376,"item25"
"670",151,"item37"
"671",183,"item50"
"672",203,"item7"
"673",200,"item3"
"674",265,"item31"
"675",499,"item32"
"676",391,"item47"
"677",146,"item5"
"678",438,"item2"
"679",202,"item21"
"680",454,"item40"
"681",2,"item49"
"682",187,"item31"
"683",236,"item35"
"684",103,"item3"
"685",362,"item18"
"686",432,"item25"
"687",85,"item1"
"688",481,"item1"
"689",460,"item14"
"690",187,"item15"
"691",431,"item26"
"692",165,"item20"
"693",29,"item36"
"694",314,"item27"
"695",63,"item42"
"696",256,"item18"
"697",419,"item5"
"698",199,"item40"
"699",237,"item15"
"700",136,"item9"
"701",403,"item19"
"702",293,"item18"
"703",163,"item23"
"704",434,"item31"
"705",34,"item34"
"706",34,"item49"
"707",314,"item17"
"708",386,"item20"
"709",31,"item2"
"710",213,"item17"
"711",333,"item31"
"712",400,"item30"
"713",469,"item50"
"714",351,"item5"
"715",310,"item6"
"716",193,"item29"
"717",323,"item2"
"718",376,"item23"
"719",356,"item5"
"720",393,"item41"
"721",89,"item46"
"722",355,"item16"
"723",426,"item10"
"724",330,"item30"
"725",492,"item6"
"726",87,"item39"
"727",48,"item33"
"728",466,"item6"
"729",310,"item32"
"730",20,"item12"
"731",412,"item25"
"732",135,"item23"
"733",472,"item42"
"734",14,"item10"
"735",253,"item49"
"736",402,"item48"
"737",445,"item43"
"738",157,"item3"
"739",9,"item48"
"740",205,"item24"
"741",444,"item2"
"742",101,"item19"
"743",374,"item7"
"744",22,"item11"
"745",242,"item30"
"746",276,"item7"
"747",199,"item2"
"748",166,"item8"
"749",377,"item31"
"750",224,"item1"
"751",446,"item12"
"752",152,"item10"
"753",76,"item22"
"754",453,"item12"
"755",185,"item50"
"756",103,"item23"
"757",220,"item45"
"758",412,"item32"
"759",314,"item8"
"760",86,"item43"
"761",405,"item38"
"762",48,"item5"
"763",71,"item7"
"764",488,"item12"
"765",474,"item49"
"766",263,"item19"
"767",329,"item38"
"768",107,"item48"
"769",222,"item20"
"770",244,"item39"
"771",437,"item23"
"772",81,"item16"
"773",422,"item6"
"774",64,"item5"
"775",234,"item11"
"776",178,"item42"
"777",455,"item8"
"778",144,"item6"
"779",251,"item21"
"780",457,"item29"
"781",104,"item42"
"782",435,"item34"
"783",413,"item24"
"784",384,"item42"
"785",287,"item39"
"786",312,"item17"
"787",48,"item5"
"788",464,"item7"
"789",429,"item27"
"790",243,"item30"
"791",244,"item40"
"792",53,"item31"
"793",423,"item35"
"794",138,"item46"
"795",24,"item6"
"796",98,"item35"
"797",237,"item19"
"798",331,"item7"
"799",90,"item44"
"800",217,"item6"
"801",89,"item36"
"802",306,"item10"
"803",489,"item25"
"804",291,"item31"
"805",438,"item41"
"806",213,"item34"
"807",12,"item43"
"808",343,"item50"
"809",361,"item21"
"810",456,"item19"
"811",29,"item38"
"812",452,"item46"
"813",169,"item47"
"814",2,"item12"
"815",380,"item27"
"816",17,"item20"
"817",219,"item42"
"818",356,"item15"
"819",276,"item19"
"820",300,"item29"
"821",472,"item16"
"822",305,"item18"
"823",451,"item4"
"824",85,"item33"
"825",153,"item33"
"826",378,"item12"
"827",302,"item10"
"828",279,"item37"
"829",404,"item10"
"830",217,"item39"
"831",90,"item19"
"832",386,"item42"
"833",109,"item8"
"834",128,"item23"
"835",34,"item29"
"836",46,"item22"
"837",424,"item29"
"838",210,"item31"
"839",362,"item27"
"840",495,"item19"
"841",154,"item3"
"842",304,"item11"
"843",295,"item42"
"844",174,"item42"
"845",172,"item23"
"846",33,"item32"
"847",428,"item21"
"848",255,"item26"
"849",274,"item1"
"850",74,"item2"
"851",273,"item3"
"852",484,"item42"
"853",236,"item36"
"854",59,"item25"
"855",444,"item43"
"856",284,"item22"
"857",180,"item36"
"858",101,"item12"
"859",385,"item45"
"860",432,"item42"
"861",362,"item8"
"862",51,"item2"
"863",456,"item11"
"864",414,"item39"
"865",32,"item24"
"866",59,"item47"
"867",424,"item2"
"868",206,"item41"
"869",178,"item34"
"870",300,"item5"
"871",144,"item1"
"872",25,"item48"
"873",343,"item23"
"874",331,"item48"
"875",55,"item18"
"876",443,"item35"
"877",300,"item43"
"878",418,"item39"
"879",291,"item28"
"880",464,"item25"
"881",51,"item37"
"882",360,"item35"
"883",237,"item18"
"884",135,"item44"
"885",126,"item16"
"886",285,"item29"
"887",282,"item7"
"888",426,"item19"
"889",105,"item47"
"890",106,"item15"
"891",135,"item18"
"892",136,"item47"
"893",254,"item26"
"894",108,"item12"
"895",25,"item9"
"896",27,"item43"
"897",350,"item14"
"898",431,"item39"
"899",143,"item28"
"900",292,"item38"
"901",410,"item40"
"902",106,"item31"
"903",15,"item20"
"904",307,"item35"
"905",120,"item48"
"906",3,"item26"
"907",270,"item45"
"908",29,"item37"
"909",459,"item35"
"910",305,"item3"
"911",185,"item37"
"912",326,"item9"
"913",362,"item15"
"914",345,"item49"
"915",386,"item19"
"916",417,"item37"
"917",370,"item50"
"918",449,"item43"
"919",341,"item24"
"920",304,"item23"
"921",469,"item36"
"922",163,"item2"
"923",493,"item34"
"924",445,"item12"
"925",388,"item10"
"926",447,"item11"
"927",427,"item33"
"928",402,"item45"
"929",294,"item36"
"930",61,"item47"
"931",223,"item28"
"932",198,"item35"
"933",317,"item34"
"934",82,"item2"
"935",488,"item8"
"936",38,"item7"
"937",263,"item22"
"938",354,"item8"
"939",359,"item30"
"940",52,"item1"
"941",9,"item22"
"942",194,"item49"
"943",489,"item40"
"944",227,"item49"
"945",384,"item44"
"946",97,"item8"
"947",412,"item32"
"948",477,"item17"
"949",165,"item24"
"950",228,"item36"
"951",414,"item49"
"952",137,"item8"
"953",73,"item39"
"954",126,"item48"
"955",368,"item41"
"956",124,"item9"
"957",234,"item21"
"958",262,"item26"
"959",461,"item11"
"960",242,"item43"
"961",371,"item29"
"962",20,"item32"
"963",277,"item22"
"964",16,"item7"
"965",158,"item18"
"966",366,"item30"
"967",40,"item9"
"968",448,"item50"
"969",200,"item31"
"970",439,"item25"
"971",298,"item4"
"972",16,"item32"
"973",407,"item12"
"974",219,"item20"
"975",477,"item20"
"976",421,"item29"
"977",69,"item20"
"978",49,"item30"
"979",261,"item21"
"980",225,"item35"
"981",33,"item6"
"982",80,"item8"
"983",492,"item38"
"984",193,"item44"
"985",3,"item18"
"986",359,"item30"
"987",176,"item10"
"988",103,"item32"
"989",118,"item37"
"990",310,"item22"
"991",194,"item35"
"992",280,"item1"
"993",187,"item46"
"994",17,"item9"
"995",104,"item32"
"996",459,"item9"
"997",272,"item38"
"998",262,"item25"
"999",405,"item7"
"1000",49,"item24"
